confused,-1.3333,-1.3055,-0.6111,2.3695,3.5172,2.8525
selfish,-2.5111,0.1222,0.4889,1.3526,4.5368,3.1856
impressionable,1.1500,0.7667,0.3056,3.1768,4.2078,2.2761
sickened,-2.6639,-0.7028,-0.3750,1.5606,5.8493,4.8374
manic,-1.3226,-1.1161,2.0807,2.8037,4.0994,3.1648
doubtful,-1.0722,-0.6861,-1.0056,2.4265,3.6996,2.2839
self-righteous,-0.4583,0.4722,0.9305,4.1979,2.5153,2.9243
talented,3.0167,2.9111,0.9889,1.0708,0.7299,2.3314
neighborly,2.5472,1.6722,-0.2695,1.1097,1.7027,2.6544
benevolent,2.5688,1.8656,-0.2125,4.1471,3.0947,3.0117
nervous,-1.2250,-0.8778,0.1889,3.0714,4.3195,4.6934
bullheaded,-1.3655,0.4103,1.1931,0.9009,3.2472,1.9669
wealthy,2.1084,2.8306,0.7944,1.8180,1.9683,2.8721
unambitious,-2.4972,-1.9428,-2.6943,3.0341,5.5500,1.9194
dignified,2.1714,2.4171,-0.4486,1.7615,1.8575,2.5397
disapproving,-1.2500,0.4806,0.4389,1.3526,3.2099,2.0102
bitchy,-2.6056,-0.1639,2.5556,1.6782,5.1585,1.9669
artistical,2.1722,1.2916,-0.5111,2.7081,2.9340,2.9666
charming,2.1600,2.3914,-0.2429,1.4041,1.5157,2.8019
dirty,-1.5029,-0.7343,0.4886,1.4476,3.4217,3.1771
serene,2.7424,1.9364,-2.3030,1.4558,3.3768,2.3615
