insurance claims investigator,-0.0011,1.1793,0.0589,1.7018,0.1474,0.3579,0.1474,1.7087,0.9016,0.3579,0.9016,1.7351
myself as others would like me to be,2.4371,1.1069,0.8811,3.5425,2.4212,1.2294,2.4212,3.9791,0.6452,1.2294,0.6452,1.9203
adulterer,-2.9936,-0.1318,0.3582,1.4429,0.6128,-0.3917,0.6128,5.8648,0.4263,-0.3917,0.4263,4.5105
sorehead,-1.8417,-0.6006,-0.0311,0.8511,0.1905,0.2302,0.1905,3.006,0.6876,0.2302,0.6876,2.7116
helper,2.8389,1.7746,0.5603,0.9123,0.3785,0.5911,0.3785,2.1046,0.1509,0.5911,0.1509,2.4509
commissioned officer,1.3326,2.0573,0.891,2.9166,0.1132,-0.0798,0.1132,1.4726,0.5825,-0.0798,0.5825,1.3768
neighbor,1.4486,0.5164,0.1625,1.7314,0.7589,0.2257,0.7589,1.3994,0.0981,0.2257,0.0981,1.3073
drug addict,-2.4964,-2.4647,-0.0454,2.1838,0.6202,-0.1135,0.6202,4.6397,0.3671,-0.1135,0.3671,4.4572
pal,2.8682,1.6418,0.7875,1.1877,0.5983,0.6007,0.5983,1.3896,0.462,0.6007,0.462,1.8065
champion,2.2867,2.8563,1.9337,2.0428,1.1265,1.0063,1.1265,1.2489,0.7609,1.0063,0.7609,2.2396
bride,2.0139,1.8286,1.2907,2.1924,0.6574,0.7056,0.6574,2.4223,1.7327,0.7056,1.7327,2.7739
jackass,-2.5473,-0.5629,2.1153,1.5777,0.6107,-0.5383,0.6107,4.2913,0.173,-0.5383,0.173,3.4818
apprentice,1.5366,-0.4049,0.0464,0.9911,0.2473,0.2973,0.2473,2.6169,0.8014,0.2973,0.8014,1.7962
auditor general,-0.1241,1.5744,0.219,1.8795,0.5759,1.3654,0.5759,1.841,1.0023,1.3654,1.0023,2.2747
jerk,-2.6422,0.0084,1.8193,1.0305,0.1419,-0.6102,0.1419,4.1517,0.2417,-0.6102,0.2417,1.7341
rabbi,2.0233,2.124,-0.6687,1.4519,1.0013,0.102,1.0013,1.4037,0.0654,0.102,0.0654,1.8688
reservist,0.7119,-0.0486,-1.0005,1.2439,0.2756,0.046,0.2756,2.06,0.4964,0.046,0.4964,1.488
prodigy,2.1102,2.4913,1.0389,1.8719,0.7359,-0.2143,0.7359,1.135,-0.1368,-0.2143,-0.1368,2.8693
flunky,-1.67,-1.6516,-0.4058,1.8419,1.3883,0.2903,1.3883,1.8373,0.9815,0.2903,0.9815,3.0925
glutton,-1.8842,-0.5446,-0.0083,1.5725,0.3232,-0.315,0.3232,4.4754,0.134,-0.315,0.134,4.4912
Arab,0.4109,0.5502,0.2023,1.1373,0.4229,0.1556,0.4229,1.0483,0.1707,0.1556,0.1707,1.1436
drag queen,0.1304,0.4193,2.1248,2.4797,1.7415,0.1427,1.7415,2.4084,0.3727,0.1427,0.3727,1.8981
failure,-2.2604,-0.7325,-0.5514,1.841,1.385,0.4698,1.385,7.5885,2.0779,0.4698,2.0779,3.0117
sheet metal worker,0.9469,0.1796,1.1931,1.4052,0.9288,0.581,0.9288,2.3446,0.7697,0.581,0.7697,2.0177
radio and television announcer,0.7504,1.2811,2.5428,1.6531,0.9767,0.5559,0.9767,3.1527,0.4588,0.5559,0.4588,1.1645
Jew,1.2469,0.6807,0.2,1.9521,0.6883,0.5909,0.6883,1.9922,0.3938,0.5909,0.3938,2.1363
bodyguard,1.8371,2.8407,0.5,1.9927,0.9532,0.625,0.9532,1.1698,0.1996,0.625,0.1996,3.5567
technician,1.6529,1.0379,0.4061,1.0975,0.6358,-0.0512,0.6358,1.7394,0.3704,-0.0512,0.3704,2.2085
child molester,-4.172,0.1483,-0.9147,0.1528,-0.0627,0.1481,-0.0627,10.2708,1.9016,0.1481,1.9016,5.8377
heterosexual,1.3307,0.9947,0.3923,2.3,1.0294,0.6666,1.0294,2.4533,-0.0317,0.6666,-0.0317,1.6344
unwed father,-0.177,0.1267,-0.0087,2.329,1.6992,0.9059,1.6992,3.4258,1.6273,0.9059,1.6273,2.4865
mental patient,-0.482,-1.5719,-0.1407,1.2362,0.9688,0.8259,0.9688,2.7363,0.2837,0.8259,0.2837,3.3826
Air Force reservist,1.8551,1.4576,0.4804,2.0366,1.4095,0.3759,1.4095,2.7745,1.2204,0.3759,1.2204,2.4502
flight attendant,1.426,0.244,0.2227,1.7299,0.6441,0.2363,0.6441,2.1499,0.7978,0.2363,0.7978,3.3129
boyfriend,1.983,1.7237,0.9173,2.4592,1.1918,0.056,1.1918,1.9875,0.3423,0.056,0.3423,2.2596
bartender,1.1527,1.1653,2.2117,1.3592,0.8279,0.8322,0.8279,2.4069,0.6116,0.8322,0.6116,1.8422
father,2.5693,2.8527,0.633,1.8148,0.9226,0.3955,0.9226,1.5397,0.6233,0.3955,0.6233,3.528
delinquent,-2.256,-1.1413,1.413,1.4351,0.9248,-0.0883,0.9248,3.1175,0.2273,-0.0883,0.2273,3.0584
chairman of the board,0.9207,2.954,1.008,1.6669,0.394,0.324,0.394,0.9486,0.1726,0.324,0.1726,2.3352
opponent,-0.2273,1.1807,1.1643,2.3867,0.0753,0.0268,0.0753,1.4726,0.2415,0.0268,0.2415,1.6038
boy scout,1.732,0.455,0.9557,2.1161,1.1812,0.7555,1.1812,2.1278,0.4064,0.7555,0.4064,2.2419
bricklayer,1.1182,0.4614,0.0292,1.5842,0.5761,0.5271,0.5761,2.5263,1.3033,0.5271,1.3033,2.9188
idiot,-2.1727,-1.703,0.2687,1.9485,0.7959,-0.3561,0.7959,2.4274,-0.216,-0.3561,-0.216,6.3775
boarder,0.1639,-0.1819,-0.1126,1.209,0.7585,0.1304,0.7585,2.1468,0.7693,0.1304,0.7693,1.8851
commissioner,0.8751,1.7681,0.5874,1.1639,-0.0595,0.212,-0.0595,2.2688,1.0024,0.212,1.0024,2.0291
big shot,-0.6231,1.2762,2.0821,2.0627,1.0798,-0.3676,1.0798,2.4383,0.9243,-0.3676,0.9243,2.1136
employer,1.5,2.4678,0.6322,1.6235,0.4295,0.5104,0.4295,1.7758,0.7871,0.5104,0.7871,2.4961
golfer,0.6834,0.1907,-1.425,1.3314,0.8495,0.1207,0.8495,1.9473,0.3025,0.1207,0.3025,1.6009
construction contractor,1.1878,1.3976,1.3258,1.1343,0.3825,0.4023,0.3825,2.1641,0.6942,0.4023,0.6942,1.944
lunatic,-2.2479,-0.1652,1.9966,1.5848,0.4546,-0.7661,0.4546,4.2443,0.1185,-0.7661,0.1185,2.6534
